UF,CÓDIGO DO MUNICÍPIO,MUNICÍPIO,CNES,NOME FANTASIA,TIPO NOVO DO ESTABELECIMENTO,TIPO DO ESTABELECIMENTO,SUBTIPO DO ESTABELECIMENTO,GESTÃO,CONVÊNIO SUS,CATEGORIA NATUREZA JURÍDICA,SERVIÇO,SERVIÇO CLASSIFICAÇÃO,SERVIÇO - AMBULATORIAL SUS,SERVIÇO - AMBULATORIAL NÃO SUS,SERVIÇO - HOSPITALAR SUS,SERVIÇO - HOSPITALAR NÃO SUS,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,NO_EMAIL,NO_URL
MG,312610,FORMIGA,2142376,HOSPITAL SAO LUIZ DE FORMIGA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA DOUTOR TEIXEIRA SOARES,335,,CENTRO,35570090,37-3329-1300.,-20.46148409214913,-45.42479222413529,administrativo1@santacasaformiga.org.br,
RO,110012,JI-PARANA,2495368,CENTRO DE SAUDE NOVA COLINA JIPARANA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA TANCREDO NEVES,1010,,NOVA COLINA,76900020,3272199,-10.790730941843359,-61.692094802856445,,
SP,350610,BEBEDOURO,3817822,SAE BEBEDOURO SERVICO DE ASSISTENCIA ESPECIALIZADA,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA RAUL FURQUIM,2010,,JARDIM JULIA,14706045,(17) 3344-8101,-20.934586,-48.497858,dms.vedstaids@bebedouro.sp.gov.br,
DF,530010,BRASILIA,253804,CEPAV GIRASSOL,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,SETOR HOSPITALAR QUADRA 02 CONJUNTO K,1,AREA ESPECIAL,PARANOA,71570903,61- 991752409,-15.780029734901776,-47.93015241622925,cepav.girassol@saude.df.gov.br,
PA,150140,BELEM,2337339,HOSPITAL PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,TV 14 DE MARCO,500,,UMARIZAL,66050430,(91)31846301,-1.4396878,-48.4808636,,
DF,530010,BRASILIA,769002,CEPAV AZALEIA,016 AMBULATORIO,36 CLINICA/CENTRO DE ESPECIALIDADE,009 OUTROS,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,SETOR C NORTE,24,AREA ESPECIAL,TAGUATINGA,72120970,,-15.822753158421907,-48.06899964809418,,
RJ,330320,NILOPOLIS,2290677,POSTO CENTRAL DO SUS,008 PRONTO ATENDIMENTO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA JOAO PESSOA,1530,1 ANDAR,CENTRO,26520020,(21)27913313,-22.8099268,-43.4193154,,
RS,431730,SANTA VITORIA DO PALMAR,2233398,IRMANDADE S CASA DE MISERICORDIA DE S V PALMAR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,DOUTOR ALIPIO SANTIAGO CORREA,55,,CENTRO,96230000,(53)2631225,-33.52436676963031,-53.37235450744629,,
PA,150160,BONITO,6221890,USF SAO JOAO DE PANELAS,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RODOVIA MAGALHAES BARATA,S/N,,ZONA RURAL,68645000,,-1.4716198995191188,-47.410898208618164,smsbonito@cosemspa.com.br,
SP,350400,ASSIS,2083094,HOSPITAL REGIONAL DE ASSIS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,SYMPHRONIO A DOS SANTOS,S/N,,CENTRO,19814015,(18)3302-6055,-22.667283,-50.411689,hra-diretoriageral@saude.sp.gov.br,
SP,350460,BADY BASSITT,4233166,AMBULATORIO DE ESPECIALIDADE E REABILITACAO,015 UNIDADE DE REABILITACAO,36 CLINICA/CENTRO DE ESPECIALIDADE,002 CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER-II),MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA JOAQUIM SIGNORINI,41,,LAGO SUL I,15115000,(17)3258-1623,-20.9074691,-49.4648755,saude@badybassitt.sp.gov.br,
MG,316990,UBA,2195437,HOSPITAL SANTA ISABEL,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,RUA FREI CORNELIO,200,,LAURINDO DE CASTRO,36507140,(32)35391188,-21.115169242124527,-42.95807719230652,rosangela@santaisabelsaude.com.br,
PA,150095,AURORA DO PARA,5572924,HOSPITAL MUNICIPAL DE AURORA DO PARA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA BENEDITO ALMEIDA,621,HOSPITAL,APARECIDA,68658000,,-2.137782297668166,-47.55637049674988,,
MG,312160,DIAMANTINA,2761203,HOSPITAL DE NOSSA SENHORA DA SAUDE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Sim,Sim,Sim,PRACA REDELVIM ANDRADE,564,,CENTRO,39100000,(38)35321500,-18.238848509928737,-43.598384857177734,convenios.hnss@gmail.com,
PE,261160,RECIFE,701,US 165 MATERNIDADE BANDEIRA FILHO,007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Não,Não,RUA LONDRINA,S/N,,AFOGADOS,50770400,8133552230/2205,-8.07912,-34.9105,mpb.filho@outlouk.com,bandeirafilho7@gmail.com
PE,261160,RECIFE,2711613,CENTRO UNIVERSITARIO INTEGRADO DE SAUDE AMAURY DE MEDEIROS,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,AV VISCONDE MAMANGUAPE,S/N,,ENCRUZILHADA,52030010,(81)31827701,-8.037593,-34.88826,cisam upe@terra.com.br,
SP,353870,PIRACICABA,2772310,SANTA CASA DE PIRACICABA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Sim,Não,Não,INDEPENDENCIA,953,,CIDADE ALTA,13419155,19 34175001,-22.737275332578896,-47.64339955308177,PROVEDORIA@SANTACASADEPIRACICABA.COM.BR,
MG,310620,BELO HORIZONTE,2192896,HOSPITAL METROPOLITANO ODILON BEHRENS HOB,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA FORMIGA,50,,SAO CRISTOVAO,31110430,(31)32776181,-19.904251511107873,-43.94676089286804,hobsuper@pbh.gov.br,
MA,211120,SAO JOSE DE RIBAMAR,2458632,UNIDADE BASICA DE SAUDE DO JUSSATUBA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA PRINCIPAL,S/N,ZONA RURAL,JUCATUBA,65110992,,-2.6105429902461292,-44.107066435483155,,
RJ,330455,RIO DE JANEIRO,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,PRACA 1 DE MAIO,S/N,,BANGU,21830006,21 2042-2912,-22.8766711,-43.4727696,diretoria.hmmr@cejam.org.br,
SE,280030,ARACAJU,4099206,HOSP DA MULHER E MATER DE ARACAJU LOURDES NOGUEIRA HAMA,006 HOSPITAL,07 HOSPITAL ESPECIALIZADO,005 MATERNIDADE,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA PRC JOSE COSTA CAVALCANTE,S/N,,17 DE MARCO,49003247,,-11.000006757218928,-37.099971771240234,,
BA,291072,EUNAPOLIS,2507447,HOSPITAL GERAL DE EUNAPOLIS,006 HOSPITAL,05 HOSPITAL GERAL,N/A,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AVENIDA PRINCESA ISABEL,750,,PEQUI,45820970,(73) 3281-9200,-16.37208375,-39.57394756813527,saude.eunapolis@gmail.com,
MT,510510,JUARA,2392704,HOSPITAL MUNICIPAL DE JUARA ELIDIA MASCHIETTO SANTILLO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA JOAO PESSOA,600,N,CENTRO,78575000,(66)3556-3171,-11.247484272653457,-57.51175403594971,faturamentoambulatorialjuara@hotmail.com,
PA,150285,CURUA,2331845,CENTRO DE SAUDE DE CURUA DR ALMIR GABRIEL,016 AMBULATORIO,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV 07 DE SETEMBRO,S/N,S N,PLANALTO,68210000,(93)991303762,-1.8881693240708601,-55.118657648563385,curuasemsa@gmail.com,
MG,312800,GUANHAES,2144530,HOSPITAL REGIONAL IMACULADA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA CAPITAO BERNARDO,257,,CENTRO,39740000,(33)34211747,-18.768521,-42.931212,hic@hic.org.br,
RN,240810,NATAL,2408570,HOSPITAL DR JOSE PEDRO BEZERRA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,DUPLA,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA ARAQUARI,S/N,,POTENGI,59110390,(84)3232-7713,-5.754406,-35.256352,faturahjpb@rn.gov.br,
GO,522010,SAO LUIS DE MONTES BELOS,7046251,UBS JOSE NASCIMENTO SAO LUIS DE MONTES BELOS,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA B,S/N,QD 08 LT 15,VILA QUININHA,76054170,62981254600,-16.51392166607877,-50.39259731769562,,
RN,240325,PARNAMIRIM,2473380,HOSPITAL MATERNIDADE DO DIVINO AMOR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV TENENTE MEDEIROS,145,,CENTRO,59140020,(84)3645-5001,-5.90987,-35.25991,hmdageral@gmail.com,
MA,211120,SAO JOSE DE RIBAMAR,2458675,UNIDADE BASICA DE SAUDE NOVA AURORA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA PROJETADA,2,QD 02,NOVA AURORA,65110000,,-2.5176748,-44.2025149,,
CE,230365,CATUNDA,2561050,HOSPITAL MUNICIPAL DE CATUNDA FRANCISCA GONCALVES DE OLIVEIR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA FRANCISCO PEREIRA NAU,S/N,,ALTO BELA VISTA,62297000,88,-4.6519472,-40.2048111,,
PA,150543,OURILANDIA DO NORTE,4190203,HOSPITAL REGIONAL DA PA 279,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA CAITETE,S/N,HOSPITAL,AZEVEC,68390000,9431991475,-6.74942463148501,-51.07062220573425,,
SP,355030,SAO PAULO,2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,ESTRADA DE ITAPECERICA,1661,VILA MARACANA,CAMPO LIMPO,5835005,(11)33947460,-23.532900,-46.759682,hmclsame@gmail.com,
GO,520870,GOIANIA,2339196,HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,RUA R7 COM AVENIDA PERIMETRAL,S/N,,OESTE,74520110,62 - 39562900,-16.676308521525794,-49.279041685014796,faturamento.f35@hmtjgo.org.br,
RN,241220,SAO JOSE DE MIPIBU,9383174,UNIDADE DE PRONTO ATENDIMENTO GERALDO DE SOUZA,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,003 UPA,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA PEDRO FREIRE DE MELO,248,,PAU BRASIL,59162000,8432733359,-6.0640228,-35.2464436,,
SC,420210,BARRA VELHA,5543940,PRONTO ATENDIMENTO 24 HORAS,008 PRONTO ATENDIMENTO,73 PRONTO ATENDIMENTO,001 PRONTO ATENDIMENTO GERAL,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA MIRANDA COUTINHO,S/N,,CENTRO,88390000,4734562155,-26.644658606807653,-48.687071800231934,,
RS,431490,PORTO ALEGRE,2237571,HOSPITAL NOSSA SENHORA DA CONCEICAO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PRIVADO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,AV FRANCISCO TREIN,596,,CRISTO REDENTOR,91350200,51 33572000,-30.0160995761671,-51.15863084793091,faturamento@ghc.com.br,www.ghc.com.br
AM,130100,CARAUARI,9739580,UBSF JOSE RODRIGUES DE AMORIM,001 UNIDADE BASICA DE SAUDE,32 UNIDADE MOVEL FLUVIAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,SACADO DE CARAUARI,S/N,,CENTRO,69500000,97 3491-2232,-4.883678396955644,-66.89661026000977,semsa.secretario@gmail.com,
MG,313510,JANAUBA,2205939,FUNDAJAN,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,AVENIDA SANTA MONICA,349,,SAO GONCALO,39445084,(38)38211011,-15.8105782,-43.3018921,fundajan@nortecnet.com.br,
CE,231140,QUIXERAMOBIM,2565668,UNIDADE BASICA DE SAUDE RAIMUNDO FELIX DE SOUSA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,VILA DE PAUS BRANCO,S/N,,ZONA RURAL,63800000,0,-5422,-39449,saudequixbim@discovernet.com.b,
AM,130255,MANAQUIRI,7137923,UBAS DR ALFREDO AUGUSTO PEREIRA CAMPOS,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA 31 DE JANEIRO LOTE 07 QUADRA 07,S/N,,AJURICABA,69435000,,-3.434347572038869,-60.45884191989899,saude@manaquiri.am.gov.br,
MG,313510,JANAUBA,2205939,FUNDAJAN,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AVENIDA SANTA MONICA,349,,SAO GONCALO,39445084,(38)38211011,-15.8105782,-43.3018921,fundajan@nortecnet.com.br,
GO,520520,CATURAI,2361213,UBS CANDIDO PARREIRA DE SOUZA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,AV OSVALDO MAIA,S/N,,CENTRO,75430082,(62) 35281540,-16.4510277,-49.4889142,smsdecaturai@yahoo.com.be,
RS,430040,ALEGRETE,2248328,SANTA CASA DE ALEGRETE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,ESTADUAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA GENERAL SAMPAIO,88,,VILA NOVA,97541260,(55)34222888,-29.774789244917184,-55.79106330871582,adm@santacasaalegrete.org.br,
AM,130270,MANICORE,2014688,UNIDADE HOSPITALAR HAMILTON CIDADE,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Sim,Não,TRAVESSA 24 DE OUTUBRO,191,,CENTRO,69280000,97 33851040,-5.809341328874326,-61.29892587661743,hosp-manicore@saude.am.gov.br,http://www.saude.am.gov.br/
MG,310150,ALEM PARAIBA,2122677,HOSPITAL SAO SALVADOR,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,LADEIRA DR PAULO FONSECA,1778,,VILA LAROCA,36660000,(32) 3462-4366,-21.89317,-42.70493,hospital.salvador@ig.com.br,
MG,316210,SAO GOTARDO,2100681,HOSPITAL MUNICIPAL DE SAO GOTARDO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,AV RIO BRANCO,147,,CENTRO,38800000,(34)36717163,-19.3148749,-46.0555022,saudesg@gmail.com,
SP,353050,MOCOCA,4198026,CENTRO DE ESPECIALIDADES MOCOCA,016 AMBULATORIO,04 POLICLINICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,ESTEBIO RIBEIRO,300,,CENTRO,13730300,19-30941491-,-21.4742164,-47.0053911,,
SP,351907,HORTOLANDIA,3459926,UBS TAQUARA BRANCA,001 UNIDADE BASICA DE SAUDE,02 CENTRO DE SAUDE/UNIDADE BASICA,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,Sim,Não,Não,Não,RUA ONZE DE AGOSTO,25,,JD NOVO HORIZONTE,13188305,(19)38976082,-22.858104243362785,-47.221083641052246,,
MG,316370,SAO LOURENCO,2764814,CASA DE CARIDADE DE SAO LOURENCO,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,SEM FINS LUCRATIVOS,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL,Sim,Não,Sim,Não,IDA MASCARENHAS LAGE,310,,FEDERAL,37470000,33392060,-22.1206271,-45.0457067,diretoria@hospitalsaolourenco.com.br,
PI,220800,PICOS,4009622,HOSPITAL REGIONAL JUSTINO LUZ,006 HOSPITAL,05 HOSPITAL GERAL,N/A,MUNICIPAL,SIM,PÚBLICO,165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL,006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI,Sim,Não,Não,Não,DR ANTENOR NEIVA,184,,CENTRO,64600002,,-7.074051943955646,-41.466927230358124,,
